pressure_PS1_bar,pressure_PS2_bar,pressure_PS3_bar,pressure_PS4_bar,pressure_PS5_bar,pressure_PS6_bar,motor_power_EPS1_W,flow_FS1_l_min,flow_FS2_l_min,temp_TS1_C,temp_TS2_C,temp_TS3_C,temp_TS4_C,vibration_VS1,efficiency_SE,cooling_eff_CE,cooling_pwr_CP,fault
154.46,5.02,5.02,5.06,5.02,8.09,2073.8,8.44,8.63,34.94,39.49,37.11,30.49,0.5033,0.8394,99.95,1.487,0
158.22,4.89,5.1,4.98,5.06,8.57,2085.9,8.72,8.44,35.52,40.12,37.86,30.38,0.4959,0.8318,100.47,1.541,0
154.42,4.98,5.08,5.02,5.05,8.2,2057.5,8.52,8.19,35.02,40.19,37.27,29.94,0.5261,0.8735,97.77,1.4,0
152.49,4.92,5.14,4.74,5.04,8.37,2070.0,8.53,8.38,35.24,40.82,38.7,29.97,0.5121,0.8544,98.8,1.397,0
150.94,5.04,5.03,5.03,5.16,7.66,2091.8,8.94,8.72,34.46,40.93,37.87,30.22,0.5298,0.8695,99.98,1.478,1
153.95,4.87,4.89,5.15,4.77,7.78,2125.0,8.39,8.21,35.19,40.92,38.47,29.71,0.559,0.8549,100.41,1.477,0
154.86,5.03,5.04,4.89,4.97,7.65,2094.8,8.5,8.4,35.68,40.15,38.31,29.95,0.5333,0.8794,99.95,1.494,0
156.21,5.08,5.01,4.99,5.09,8.67,2045.7,8.65,8.42,35.37,39.57,37.8,30.4,0.5049,0.8666,100.75,1.488,0
157.49,4.94,5.11,4.99,4.88,8.26,2089.6,8.57,8.45,34.36,40.75,37.98,30.17,0.541,0.8597,101.96,1.464,0
152.59,4.94,4.92,4.79,5.11,8.13,2023.0,8.69,8.5,34.96,40.2,38.03,30.07,0.5197,0.867,99.1,1.505,0
155.47,5.12,5.11,4.88,5.03,8.39,2117.5,8.53,8.8,34.44,40.1,38.32,30.0,0.5519,0.8625,100.7,1.423,0
156.71,5.02,5.16,4.96,4.96,8.0,2023.2,8.48,8.16,35.32,39.52,37.96,29.99,0.4852,0.8628,97.0,1.505,0
156.41,5.04,4.89,4.9,5.04,7.91,2020.3,8.5,8.51,34.3,40.38,38.67,30.24,0.5054,0.8704,100.76,1.54,0
155.35,5.17,4.84,4.9,4.97,7.79,2122.2,8.41,8.72,35.92,39.91,38.48,30.12,0.5188,0.8614,99.53,1.558,0
153.24,5.06,5.1,4.86,5.14,7.78,2149.9,8.51,8.34,35.32,38.68,38.26,30.38,0.5385,0.8372,98.34,1.508,0
154.98,4.98,4.95,5.19,5.06,7.74,2082.2,8.52,8.72,35.25,39.42,37.98,29.92,0.4801,0.8746,101.04,1.541,0
155.69,4.88,5.09,5.03,5.0,7.55,2072.5,8.58,8.42,34.39,40.17,38.24,30.38,0.5225,0.8662,99.63,1.413,0
159.73,4.97,4.87,4.72,4.95,7.94,2229.4,8.16,8.4,34.44,40.31,38.1,29.76,0.5106,0.8555,101.25,1.5,0
155.4,5.0,4.87,4.92,5.02,7.94,2140.2,8.6,8.61,34.74,39.31,38.12,29.84,0.54,0.8558,100.45,1.47,0
151.44,5.15,4.95,4.99,5.0,8.04,2123.2,8.5,8.55,35.78,40.25,38.32,29.8,0.4838,0.8606,99.57,1.51,0
156.08,5.2,4.94,5.02,5.01,8.32,2019.1,8.53,8.55,34.87,40.24,38.05,29.96,0.5314,0.8563,100.16,1.504,0
156.71,5.09,5.03,4.9,4.87,8.25,2063.4,8.58,8.37,34.24,39.51,38.51,30.18,0.498,0.862,100.19,1.488,0
154.07,5.01,5.13,5.07,4.94,7.78,2100.3,8.37,8.24,34.93,41.05,38.31,30.6,0.5343,0.8623,99.51,1.453,0
152.41,4.89,5.0,5.12,4.89,7.97,2148.0,8.52,8.9,34.58,40.21,38.1,30.18,0.4982,0.858,101.55,1.477,0
158.24,4.99,5.09,4.87,5.09,8.37,2058.4,8.72,8.58,34.24,39.81,38.14,30.54,0.5156,0.8707,99.48,1.592,0
156.27,5.19,5.09,5.0,5.11,7.75,2158.8,8.72,8.37,34.52,40.39,37.54,30.23,0.5295,0.8668,101.58,1.575,0
156.38,4.89,5.07,5.08,5.01,8.18,2094.2,8.33,8.82,35.13,40.14,38.24,29.91,0.5396,0.857,99.01,1.437,0
154.59,4.78,4.98,5.02,4.95,8.04,2148.2,8.43,8.22,35.05,40.02,37.16,30.19,0.5136,0.8663,101.07,1.511,0
154.7,4.99,4.89,5.0,4.86,8.48,2054.0,8.32,8.41,35.15,40.57,38.14,29.98,0.5037,0.842,100.62,1.479,0
153.82,5.25,4.9,5.08,4.89,8.25,2086.7,8.15,8.52,35.92,39.99,38.44,29.55,0.5237,0.8597,100.3,1.496,0
155.08,5.0,5.11,4.97,4.98,8.39,2088.5,8.42,8.44,35.91,39.05,37.79,30.38,0.4943,0.8695,100.11,1.47,0
157.51,5.04,4.93,4.89,5.31,7.57,2019.4,8.48,8.79,34.82,40.28,38.68,29.98,0.5,0.851,101.56,1.45,0
155.42,4.87,5.07,5.07,4.85,8.01,2141.1,8.57,8.45,34.73,39.93,37.99,29.99,0.525,0.8635,100.4,1.562,0
155.95,5.16,5.08,4.84,5.08,7.9,2150.1,8.54,8.76,35.46,40.22,37.86,29.96,0.5511,0.8624,100.53,1.478,0
153.67,4.98,5.06,4.94,4.94,7.64,2005.8,8.5,8.85,35.16,40.04,38.4,29.47,0.5392,0.8575,99.64,1.487,0
156.78,4.99,4.92,4.98,5.11,8.4,2096.0,8.18,8.69,35.41,39.37,38.05,30.41,0.581,0.8602,100.08,1.555,1
157.94,4.94,5.04,4.96,5.02,8.51,2086.5,8.26,8.43,35.25,39.9,37.95,29.63,0.5222,0.8502,99.1,1.613,0
156.36,4.89,5.0,5.09,4.99,8.06,2149.4,8.68,8.24,35.09,39.55,38.18,29.31,0.5013,0.8443,99.37,1.498,0
153.55,5.02,4.97,5.05,5.09,8.0,2064.4,8.64,8.31,35.47,39.95,36.98,30.31,0.5236,0.8588,98.98,1.523,0
151.64,4.98,5.0,5.0,5.03,8.19,2125.9,8.28,8.38,35.69,39.22,38.67,30.42,0.5438,0.8602,99.14,1.516,0
156.36,5.12,5.2,5.01,5.12,7.85,2048.6,8.42,8.53,35.34,39.66,38.47,30.11,0.5265,0.8594,98.07,1.472,0
155.18,4.99,5.19,5.09,5.02,8.81,2029.0,8.65,8.48,34.78,40.03,38.24,30.06,0.5174,0.8608,99.81,1.527,0
156.22,4.9,4.88,5.04,4.77,7.54,2109.6,8.63,8.36,33.79,39.61,38.77,29.88,0.5063,0.8541,99.68,1.521,0
153.61,5.17,5.05,5.01,5.05,8.13,2075.6,8.32,8.6,35.49,39.97,37.95,29.65,0.4979,0.8669,100.33,1.483,0
156.45,5.01,5.07,5.06,5.13,7.76,2083.3,8.92,8.64,35.13,40.05,37.38,30.61,0.543,0.8543,99.2,1.473,0
154.74,5.01,5.16,5.2,4.98,7.46,2124.0,8.32,8.25,34.49,40.0,37.81,29.77,0.5067,0.8629,99.9,1.546,0
155.05,4.94,4.87,5.08,5.07,7.68,2067.0,8.42,8.55,35.15,39.5,38.14,29.27,0.5494,0.8511,98.95,1.564,0
154.04,4.85,4.81,4.98,5.06,7.77,2175.7,8.56,8.77,34.87,39.56,38.83,29.74,0.5297,0.8516,99.79,1.502,0
157.4,5.24,4.98,4.93,5.1,8.1,2119.7,8.35,8.59,34.54,39.94,37.46,29.06,0.5112,0.8533,100.18,1.472,0
156.66,5.03,5.09,4.96,5.01,7.85,2172.0,8.23,8.3,34.48,40.55,37.65,29.72,0.5525,0.8656,100.95,1.443,0
156.32,4.87,4.96,4.82,5.04,8.09,2117.0,8.77,8.56,34.52,40.22,37.57,30.2,0.4939,0.8555,98.09,1.523,0
150.82,5.06,4.75,5.11,5.06,8.09,2157.1,8.65,8.59,34.64,40.14,38.0,29.67,0.5433,0.8677,100.11,1.479,1
156.6,4.99,5.11,5.0,5.14,7.75,2033.0,8.5,8.35,33.86,40.36,37.76,29.83,0.5366,0.8508,98.89,1.498,0
156.21,5.02,4.98,5.05,4.82,7.69,2181.3,8.13,8.48,35.26,40.8,38.53,30.08,0.5235,0.8526,99.81,1.421,0
157.28,4.97,5.04,4.91,4.92,7.88,2046.9,8.27,8.7,34.47,40.75,37.62,29.55,0.4907,0.8696,99.43,1.501,0
154.29,5.18,5.04,5.03,5.05,7.77,2104.2,8.6,8.63,36.06,39.0,37.41,29.47,0.5036,0.866,100.86,1.392,0
157.2,4.96,5.06,4.98,5.04,7.79,2237.5,8.53,8.46,35.54,39.41,37.54,29.76,0.5148,0.8452,99.69,1.525,0
153.65,5.02,4.81,4.93,5.11,8.16,2083.9,8.24,8.59,35.23,40.46,38.68,29.46,0.5266,0.8461,100.79,1.562,0
155.62,4.95,5.04,5.05,5.13,7.86,2083.0,8.59,8.45,33.94,39.11,37.48,29.87,0.5115,0.8651,101.09,1.506,0
155.42,5.07,5.09,4.89,4.9,8.07,2108.0,8.27,8.61,35.98,39.94,37.94,30.0,0.5191,0.8799,100.96,1.491,0
151.44,5.13,4.94,4.92,4.97,7.86,2094.0,8.34,8.82,34.58,39.87,38.95,30.27,0.5038,0.8566,100.29,1.546,0
152.22,4.84,4.86,5.19,4.98,8.4,2066.3,8.33,8.28,35.61,40.0,38.42,29.96,0.5081,0.8632,98.95,1.514,0
157.36,4.99,5.05,4.98,5.09,7.74,2038.3,8.37,8.43,34.92,41.02,37.92,29.46,0.4845,0.861,100.84,1.523,0
155.34,5.09,5.04,4.99,5.0,7.84,2083.6,8.61,8.31,34.65,39.99,37.87,30.05,0.5034,0.8512,101.1,1.502,0
153.42,4.88,5.06,4.96,5.15,8.57,2076.9,8.95,8.48,34.83,40.17,38.36,29.89,0.5063,0.8488,99.55,1.466,0
153.43,5.01,5.01,5.14,5.12,7.98,2081.6,8.43,8.13,35.82,39.74,38.07,29.5,0.5165,0.8528,100.62,1.504,0
158.22,4.99,4.85,5.0,5.1,7.93,2085.7,8.61,8.46,35.73,39.91,38.23,29.86,0.5097,0.8596,99.21,1.524,0
155.43,5.15,4.95,4.89,4.97,7.76,2078.7,8.38,8.71,35.3,39.81,38.21,29.96,0.499,0.8776,99.89,1.519,0
156.9,5.02,4.85,5.05,4.96,8.22,2081.0,8.49,8.47,34.69,39.47,37.94,30.14,0.4841,0.8548,100.52,1.529,0
153.31,5.07,4.85,5.1,4.94,8.17,2088.0,8.42,8.54,35.11,40.59,37.63,29.96,0.5235,0.8764,101.55,1.452,0
154.0,5.11,4.95,4.98,4.84,8.34,2025.8,8.36,8.64,35.15,39.74,38.14,29.98,0.52,0.8649,99.78,1.479,0
157.41,4.95,5.08,5.02,4.84,7.97,2121.4,8.65,8.12,34.08,40.26,37.51,29.43,0.5318,0.8533,100.53,1.493,0
156.47,4.95,4.85,5.02,5.06,8.18,2103.0,8.77,8.28,35.08,40.32,38.4,30.14,0.5056,0.8523,99.07,1.509,0
155.63,4.89,4.95,5.01,5.1,7.61,2130.4,8.28,8.34,35.3,38.49,38.04,29.95,0.4915,0.875,101.28,1.482,0
151.45,5.11,4.93,4.94,5.01,7.48,2093.4,8.54,8.05,34.44,39.04,38.17,30.52,0.5068,0.8645,98.43,1.508,0
153.62,4.81,4.9,4.99,4.85,7.55,2133.0,8.6,8.5,36.43,39.58,37.23,29.8,0.4932,0.8569,100.49,1.62,0
156.44,4.87,4.97,5.09,4.85,8.02,2116.8,8.63,8.23,34.68,40.54,37.44,29.94,0.5279,0.8524,99.88,1.472,0
158.52,5.12,5.01,5.0,4.96,7.78,2152.5,8.49,8.89,34.58,39.42,38.18,29.81,0.5426,0.8654,100.89,1.6,0
155.55,4.96,4.84,4.91,4.98,8.16,2127.5,8.66,8.49,34.65,40.15,38.3,29.73,0.5084,0.8578,99.55,1.476,0
154.1,5.05,5.07,4.92,4.95,7.66,2185.0,8.65,8.43,34.7,40.32,38.25,30.38,0.5431,0.8713,99.74,1.491,0
159.3,4.96,4.96,5.01,4.88,8.42,2085.8,8.83,8.39,34.62,40.2,37.13,29.62,0.5229,0.8659,100.62,1.475,0
157.04,5.04,4.95,4.97,4.99,7.99,2091.0,8.5,8.65,34.68,38.9,37.0,30.01,0.5213,0.8714,100.61,1.519,0
155.83,4.88,5.09,5.05,5.11,7.76,2150.7,8.33,8.25,35.19,40.35,38.1,30.43,0.5311,0.8586,100.47,1.659,0
155.74,4.84,5.11,5.02,4.84,8.07,2129.3,8.41,8.28,34.46,39.97,37.95,30.68,0.5285,0.8752,102.18,1.488,0
153.91,5.0,5.13,5.07,4.99,8.05,2144.0,8.26,8.11,34.83,39.45,37.99,29.93,0.5406,0.865,99.63,1.512,0
154.73,4.84,5.13,4.89,5.08,7.43,2017.6,8.43,8.41,34.53,40.66,37.98,30.11,0.5755,0.8578,100.33,1.498,1
157.67,5.06,5.04,5.01,4.96,7.8,2144.3,8.68,8.77,35.7,40.04,38.61,30.06,0.5115,0.8629,100.62,1.42,0
155.84,4.83,4.9,4.99,4.85,8.04,2153.3,9.05,8.34,34.94,40.3,38.36,30.41,0.5122,0.8756,99.84,1.569,0
157.02,4.99,4.99,5.1,5.05,7.62,2087.0,8.35,8.68,35.02,39.47,37.9,29.58,0.4943,0.8706,98.04,1.52,0
155.65,4.93,5.14,5.04,4.93,8.17,2074.4,8.04,8.24,34.71,39.33,37.79,30.59,0.5049,0.8653,99.9,1.463,0
154.43,5.13,4.93,4.93,5.02,7.74,2176.9,8.51,8.31,33.95,40.71,38.55,30.13,0.5199,0.8678,100.74,1.518,0
154.71,5.14,5.03,4.88,4.95,7.87,2058.3,8.53,8.55,34.1,39.9,37.9,30.25,0.5639,0.8663,99.62,1.504,0
155.05,4.98,5.11,4.89,4.79,7.9,2142.4,8.19,8.38,35.17,40.48,38.06,30.59,0.5077,0.8629,99.11,1.522,0
151.06,5.07,5.05,4.94,4.93,8.5,2082.1,8.67,8.49,34.55,39.89,38.09,29.69,0.5386,0.8839,101.04,1.482,0
152.72,4.86,5.09,5.12,4.8,8.02,2113.2,8.47,8.58,34.84,40.08,37.84,30.05,0.4989,0.8692,99.21,1.521,0
155.53,4.96,5.04,4.95,5.08,8.02,2136.5,8.62,8.57,34.45,39.37,37.47,30.15,0.511,0.8503,98.75,1.474,0
154.33,4.85,5.04,4.78,4.97,7.69,2068.7,8.51,8.36,35.13,39.17,38.29,30.16,0.5051,0.8631,100.23,1.587,0
154.25,4.91,5.05,5.03,4.94,8.0,2023.3,8.58,8.43,34.65,40.51,37.47,29.64,0.5058,0.8559,100.5,1.479,0
154.0,4.92,5.02,4.87,4.97,8.3,2141.2,8.64,8.41,35.69,39.58,37.83,30.04,0.5033,0.8582,100.79,1.541,0
154.97,5.01,4.86,4.92,4.82,7.57,2133.9,8.41,8.48,34.87,40.47,38.21,29.87,0.5099,0.8567,98.59,1.496,0
156.4,5.1,4.89,5.11,4.94,7.77,2096.8,8.73,8.42,34.66,39.38,38.27,30.05,0.5179,0.8573,99.59,1.513,0
152.64,4.91,4.91,4.86,4.93,8.27,2133.9,8.42,8.59,35.3,40.82,37.17,29.95,0.5095,0.8628,98.94,1.523,0
152.93,4.96,4.91,5.12,5.05,8.64,2108.3,8.42,8.32,35.08,39.37,38.26,29.91,0.5144,0.8529,99.96,1.377,0
150.43,5.12,4.95,5.09,4.97,8.02,2104.9,8.7,8.09,34.89,40.12,38.4,29.75,0.5381,0.8709,101.22,1.521,1
154.38,4.98,5.07,5.12,4.91,8.08,2026.8,8.51,8.01,35.04,40.48,37.78,29.99,0.5364,0.854,100.91,1.412,0
157.03,4.84,4.92,5.09,4.91,7.64,2127.0,8.46,8.75,35.78,40.75,38.02,30.74,0.5085,0.8803,101.05,1.522,0
154.44,4.94,5.1,4.91,4.9,7.53,1994.7,8.55,8.45,35.16,39.78,37.96,29.62,0.5021,0.8653,100.77,1.503,0
152.41,5.19,5.11,5.09,4.95,8.4,2049.5,8.81,8.56,35.46,39.86,37.78,29.79,0.5338,0.8431,100.01,1.558,0
156.64,4.99,5.15,5.16,4.98,8.13,2007.8,8.81,8.4,35.21,40.91,37.83,29.99,0.5124,0.8808,98.28,1.475,0
153.44,4.92,4.86,4.83,4.75,8.25,2112.0,8.36,8.58,35.25,40.2,37.37,29.67,0.4881,0.8663,100.26,1.53,0
155.6,5.01,5.01,4.99,5.03,8.01,2065.0,8.48,8.21,34.16,39.96,38.45,30.48,0.5158,0.852,98.46,1.429,0
153.42,5.09,4.96,4.83,5.18,8.41,2015.2,8.38,8.58,34.58,40.51,38.13,30.08,0.5205,0.8573,99.72,1.571,0
153.73,5.1,4.9,5.08,5.0,8.22,2183.9,7.81,8.4,35.13,39.92,38.73,29.76,0.5224,0.8723,101.66,1.493,1
155.56,5.11,4.93,4.8,4.83,8.11,2072.6,8.84,8.72,34.73,39.92,37.86,30.0,0.567,0.8624,101.12,1.541,0
155.6,5.05,5.0,5.09,5.01,8.07,2080.3,8.47,8.69,35.17,40.55,37.81,30.17,0.4995,0.8674,98.21,1.494,0
158.63,4.98,4.95,5.05,5.03,7.61,2093.9,8.32,8.54,35.35,40.28,37.53,30.2,0.5558,0.8761,99.99,1.481,0
155.84,5.16,5.15,4.98,5.04,7.6,2164.5,8.7,8.3,35.1,40.35,38.27,29.8,0.5639,0.862,98.92,1.444,0
154.2,5.11,5.04,5.04,5.02,7.63,2109.0,8.42,8.53,34.62,39.94,38.64,30.2,0.5562,0.8788,100.61,1.54,0
157.24,5.04,4.96,4.98,4.97,7.61,2084.8,8.61,8.16,34.47,40.39,38.31,30.04,0.4978,0.8752,100.96,1.522,0
155.55,5.02,5.01,5.08,5.08,7.83,2105.0,8.52,8.39,34.16,40.77,38.11,30.34,0.5463,0.867,99.86,1.385,0
152.18,5.21,4.87,4.89,5.15,7.69,2128.7,8.3,8.45,35.93,40.37,37.59,30.27,0.5429,0.8512,100.58,1.479,0
151.66,4.99,4.9,5.22,4.99,7.98,2109.3,8.66,8.4,34.81,39.8,38.07,30.05,0.4805,0.8512,100.43,1.559,0
151.12,5.21,4.97,4.97,5.05,7.83,2101.9,8.64,8.91,35.44,39.37,37.69,30.35,0.5374,0.8536,99.69,1.528,0
153.28,4.96,5.08,5.0,4.98,8.05,2136.4,8.42,8.51,35.11,39.67,38.17,29.78,0.5107,0.8534,100.21,1.493,0
156.77,5.1,5.0,4.88,4.92,7.77,2123.9,8.64,8.43,34.52,39.69,38.33,30.45,0.5219,0.8469,100.8,1.473,0
153.86,5.02,5.12,4.99,4.88,8.12,2055.9,8.87,8.46,34.72,40.18,37.85,30.18,0.5099,0.8646,99.44,1.535,0
157.63,5.21,5.06,4.78,5.05,8.64,2087.6,8.32,8.44,35.79,39.95,37.7,30.33,0.5446,0.8603,101.41,1.351,0
158.65,4.89,4.97,4.98,5.1,8.82,2117.3,8.76,8.82,35.39,39.7,37.72,29.61,0.5407,0.8592,99.84,1.454,0
154.87,4.83,4.93,5.03,4.94,7.87,2024.8,8.35,8.35,34.83,39.93,37.64,30.12,0.5193,0.866,102.08,1.533,0
155.49,4.93,5.03,4.89,4.88,8.14,2140.4,8.37,8.29,35.13,40.23,38.57,29.92,0.5137,0.8573,101.2,1.572,0
153.48,4.92,5.02,5.17,4.84,8.0,2136.8,8.45,8.23,34.87,40.36,37.95,29.93,0.5205,0.8703,99.94,1.529,0
154.04,4.94,4.95,4.99,5.1,7.8,2126.4,8.49,8.89,35.09,39.98,37.96,30.11,0.507,0.8639,100.12,1.492,0
157.72,4.86,4.99,4.94,4.86,8.3,2240.4,8.79,8.49,35.94,39.96,37.93,30.12,0.4992,0.8569,100.76,1.48,0
155.96,5.16,4.99,5.12,4.9,7.6,1983.4,8.36,8.34,35.25,39.31,37.49,30.39,0.5216,0.8438,99.56,1.465,0
157.25,4.97,5.07,5.13,5.05,8.01,2101.3,8.69,8.64,35.51,40.35,37.97,29.75,0.5039,0.8735,98.09,1.511,0
156.68,4.87,4.93,5.08,5.0,8.47,2133.7,8.83,8.3,34.48,39.53,37.69,29.62,0.536,0.8623,99.44,1.497,0
152.75,5.17,4.98,5.1,5.15,8.13,2134.1,8.41,8.19,35.81,40.09,37.95,29.81,0.5053,0.8488,99.24,1.522,0
154.95,4.97,4.93,5.13,4.86,7.31,2107.5,8.36,8.26,34.8,40.12,38.39,29.93,0.5587,0.8549,100.42,1.554,0
154.9,4.9,5.04,4.94,5.17,8.01,2028.2,8.26,8.42,35.18,40.13,38.05,29.82,0.4921,0.8524,99.42,1.445,0
154.51,5.15,5.0,5.1,4.91,7.71,2028.7,8.71,8.57,34.59,39.2,38.76,30.27,0.5125,0.8749,100.46,1.599,0
156.59,4.88,4.98,4.91,5.04,8.08,2059.7,8.83,8.5,34.56,39.55,38.66,29.82,0.5164,0.8491,99.47,1.519,0
156.1,4.99,5.01,5.03,5.05,8.44,2088.3,8.32,8.57,34.89,40.34,37.49,29.67,0.5262,0.871,99.92,1.533,0
155.41,5.06,5.17,4.82,4.94,7.62,2068.8,8.54,8.56,34.38,40.6,37.6,29.92,0.5279,0.8564,100.57,1.482,0
154.05,4.86,4.77,5.01,4.98,7.89,2156.9,8.76,8.24,34.66,40.33,37.97,29.86,0.5028,0.8474,99.41,1.487,0
153.42,5.16,5.01,5.01,4.96,7.59,2107.9,8.44,8.42,34.96,40.33,37.84,29.69,0.5354,0.8706,101.54,1.521,0
153.91,5.05,4.88,4.94,5.06,8.45,2094.6,8.4,8.62,34.27,39.65,37.18,29.95,0.5321,0.8488,101.03,1.502,0
154.14,5.18,4.99,5.05,5.13,7.96,2105.8,8.35,8.27,34.98,39.63,38.67,29.7,0.517,0.846,100.34,1.472,0
152.03,5.0,4.97,4.95,4.92,7.83,2011.6,8.34,8.33,35.21,38.96,37.81,29.91,0.5791,0.8648,98.68,1.474,1
156.36,4.98,4.91,5.1,4.87,8.37,2102.7,8.15,8.6,34.47,39.76,38.13,29.95,0.5329,0.863,101.02,1.425,0
154.47,5.04,4.91,5.13,5.11,8.05,2069.1,8.6,8.45,34.05,39.62,38.44,30.06,0.5002,0.867,98.81,1.565,0
153.16,5.07,4.81,4.88,4.95,7.58,2117.1,8.41,8.27,35.7,39.0,37.98,29.83,0.5266,0.8471,100.02,1.402,0
157.54,5.0,4.95,4.94,5.13,8.15,2075.2,8.59,8.51,35.41,41.1,38.16,30.11,0.5048,0.8656,99.7,1.548,0
155.07,4.94,4.89,4.95,5.12,7.72,2077.2,8.06,8.38,34.79,40.0,38.16,30.64,0.5142,0.8631,99.26,1.529,0
155.53,4.99,5.03,5.01,5.0,7.83,2149.0,8.35,8.31,35.52,40.07,37.97,30.21,0.5186,0.8482,99.22,1.539,0
156.06,5.25,5.11,5.05,4.94,7.98,2110.3,8.17,8.59,34.49,38.84,38.18,29.62,0.5339,0.8634,98.44,1.506,0
151.84,4.87,5.04,5.03,4.81,8.65,2114.6,8.44,8.29,34.96,39.37,37.77,29.42,0.4816,0.8688,98.28,1.442,0
154.51,4.92,5.07,4.96,4.8,7.71,2071.2,8.29,8.83,34.65,40.33,37.64,29.69,0.5098,0.8692,98.23,1.524,0
154.54,5.1,4.8,5.12,5.03,8.0,2123.8,8.61,8.34,34.39,40.01,38.49,29.8,0.5098,0.853,98.62,1.499,0
154.06,4.91,4.86,5.05,4.98,7.82,2040.0,8.46,8.52,35.24,39.92,37.97,29.88,0.5181,0.8638,100.25,1.513,0
154.52,4.88,5.04,4.94,4.83,8.26,2121.5,8.82,8.06,34.64,39.55,38.54,29.87,0.4937,0.8666,99.84,1.514,0
154.88,4.91,4.9,5.0,4.92,8.36,2007.3,8.64,8.56,34.63,40.86,38.83,30.21,0.5369,0.8579,98.85,1.468,0
153.02,4.88,5.01,4.98,4.95,8.43,2141.4,8.75,8.56,34.67,39.76,37.94,30.29,0.5203,0.8369,100.2,1.482,0
153.15,5.03,5.04,4.97,5.07,8.19,2049.1,8.7,8.32,35.78,39.81,37.56,30.36,0.5467,0.8238,99.07,1.513,0
156.54,4.99,4.76,4.91,4.99,7.97,2065.3,8.62,8.46,35.09,39.82,37.96,30.18,0.5388,0.8471,100.54,1.477,0
154.42,5.19,5.01,5.0,4.94,7.8,2076.9,8.6,8.54,33.93,39.54,38.19,29.66,0.5126,0.8628,100.61,1.409,0
154.77,5.15,4.91,5.17,4.97,8.07,2021.2,8.48,8.63,34.89,40.39,38.58,30.02,0.504,0.8387,100.83,1.498,0
152.28,4.9,5.02,4.97,5.02,7.5,2109.8,8.32,8.55,35.04,39.59,38.49,29.43,0.5188,0.8463,100.95,1.632,0
153.91,5.08,5.05,5.17,4.96,8.15,2062.3,8.07,8.38,34.74,39.57,37.69,30.3,0.5245,0.8638,99.41,1.406,0
157.73,4.87,4.87,4.96,4.97,7.37,2118.2,8.89,8.59,35.01,40.4,38.17,29.83,0.5151,0.8593,99.31,1.441,0
157.26,5.04,4.95,5.04,5.07,8.08,2053.9,8.77,8.61,34.6,40.56,37.72,29.76,0.5154,0.8732,99.24,1.501,0
153.97,5.12,4.96,4.92,4.93,7.83,2037.7,8.38,8.67,34.57,39.37,37.83,30.17,0.5173,0.8522,101.18,1.529,0
152.58,4.87,4.82,5.1,4.98,8.03,2094.8,8.35,8.37,34.39,39.88,37.93,30.02,0.5569,0.8429,99.69,1.597,0
154.5,5.02,4.94,5.0,4.86,7.99,2162.1,8.35,8.56,35.36,39.93,38.15,30.55,0.48,0.8684,102.35,1.504,0
155.4,4.86,4.82,4.92,5.07,7.9,2037.3,8.59,8.12,34.3,39.68,37.28,30.2,0.5577,0.8617,100.45,1.471,0
158.32,5.09,4.99,5.17,5.04,7.91,2032.5,8.57,8.5,34.48,39.46,37.69,30.05,0.5422,0.8624,99.95,1.538,0
153.92,5.01,4.97,5.05,4.86,8.31,2087.7,8.66,8.16,34.81,39.4,37.49,30.82,0.499,0.866,98.01,1.477,0
156.51,4.92,4.92,4.92,4.86,7.95,2179.9,8.27,8.14,35.39,39.79,38.05,29.33,0.5175,0.8639,100.87,1.425,0
155.75,4.98,4.94,4.93,4.91,7.76,2018.6,8.07,8.7,35.29,39.74,38.34,30.41,0.5116,0.8656,99.75,1.44,0
156.84,4.89,5.06,5.04,5.23,7.53,2096.8,8.22,8.18,34.77,40.36,38.12,29.99,0.5075,0.8737,100.09,1.61,0
155.19,5.1,4.91,4.91,5.08,7.98,2133.6,8.46,8.27,35.81,39.96,37.32,29.82,0.5432,0.8682,99.46,1.528,0
157.27,5.13,5.06,5.16,4.94,7.9,2165.8,8.56,8.78,35.43,40.16,37.82,30.04,0.5003,0.8574,99.16,1.488,0
155.15,5.0,5.16,4.95,4.67,8.3,1996.7,8.38,8.54,34.3,40.14,38.27,29.95,0.5048,0.8555,100.9,1.447,0
153.4,5.0,5.02,5.02,4.87,8.32,2126.7,8.67,8.51,35.13,39.92,38.2,29.9,0.5032,0.875,101.54,1.53,0
152.54,5.15,5.06,5.07,4.99,8.21,2186.9,8.32,8.63,33.48,39.68,37.62,30.3,0.5215,0.8676,100.31,1.519,0
154.68,5.06,4.77,5.16,4.99,7.86,2112.5,8.56,8.32,34.78,39.97,38.28,29.73,0.5072,0.8668,99.13,1.587,0
153.73,5.12,4.87,4.84,4.93,7.73,2057.9,8.38,8.57,35.38,39.33,38.07,30.2,0.533,0.8681,99.95,1.487,0
155.38,4.9,4.8,4.89,5.16,7.78,2047.0,8.49,8.43,35.28,38.96,37.99,30.11,0.5438,0.868,99.7,1.586,0
154.9,4.9,4.95,4.86,4.82,7.86,2066.2,8.22,8.46,34.55,40.28,38.23,29.5,0.5447,0.8614,99.52,1.528,0
152.3,5.02,4.97,4.93,5.04,7.87,2103.4,8.28,8.29,34.59,39.47,38.32,29.97,0.5241,0.8743,100.14,1.501,0
